hgnc,hgncMatch
HOXA2,ENST00000222718
LFNG,ENST00000222725
HOXA5,ENST00000222726
HOXA6,ENST00000222728
TSPAN12,ENST00000222747
HOXA13,ENST00000222753
EVX1,ENST00000496902
CHN2,ENST00000222792
ABHD11,ENST00000222800
FKBP14,ENST00000222803
STX1A,ENST00000222812
NOD1,ENST00000222823
CCL24,ENST00000416943
BUD31,ENST00000403633
CYP3A5,ENST00000222982
SNX8,ENST00000222990
WASL,ENST00000223023
HYAL4,ENST00000223026
SPAM1,ENST00000340011
AIMP2,ENST00000223029
TFR2,ENST00000462107
MOSPD3,ENST00000393950
PCOLCE,ENST00000223061
RBM28,ENST00000223073
LSM5,ENST00000450169
SERPINE1,ENST00000223095
MOGAT3,ENST00000223114
C1GALT1,ENST00000436587
PLOD3,ENST00000223127
RPA3,ENST00000223129
FIS1,ENST00000223136
NOBOX,
GLCCI1,ENST00000223145
MYL10,ENST00000223167
NRF1,ENST00000393232
CEP41,ENST00000223208
ZNF862,ENST00000223210
MEST,ENST00000223215
RARRES2,ENST00000466675
YAE1D1,ENST00000223273
GIMAP2,ENST00000223293
PSMA2,ENST00000223321
MRPL32,ENST00000223324
COA1,ENST00000395879
URGCP,ENST00000453200
AEBP1,ENST00000223357
POLD2,ENST00000406581
MYL7,ENST00000223364
BCL7B,ENST00000223368
YKT6,ENST00000223369
CLIP2,ENST00000223398
PTGS1,ENST00000362012
ZNF510,ENST00000375231
ZNF688,ENST00000223459
CHMP5,ENST00000223500
FKTN,ENST00000223528
PRUNE2,ENST00000376718
SEC61B,ENST00000223641
C5,ENST00000223642
AKNA,ENST00000307564
TNFSF8,ENST00000223795
AK1,ENST00000373176
RLN1,ENST00000223862
PLGRKT,ENST00000223864
TBC1D13,ENST00000372648
ELAVL2,ENST00000397312
EDF1,ENST00000224073
SETX,ENST00000224140
PTGDS,ENST00000371625
C8G,ENST00000224181
VIM,ENST00000544301
BLNK,ENST00000224337
CYP26A1,ENST00000224356
RBP3,ENST00000224600
GDF10,ENST00000224605
ATE1,ENST00000369043
CDH23,ENST00000398788
CCSER2,ENST00000224756
ACTA2,ENST00000458208
SFXN3,ENST00000224807
FBXL15,ENST00000224862
PITRM1,ENST00000380989
OBFC1,ENST00000224950
DNAJC12,ENST00000225171
PPIF,ENST00000225174
TBC1D12,ENST00000225235
CCL3,ENST00000225245
MPO,ENST00000225275
ST6GALNAC2,ENST00000225276
NSF,ENST00000398238
DHX33,ENST00000225296
UTP18,ENST00000225298
SLC25A39,ENST00000377095
P2RX5,ENST00000225328
EPX,ENST00000225371
CRYBA1,ENST00000225387
NUFIP2,ENST00000225388
GIT1,ENST00000394869
TADA2A,ENST00000394395
AATF,ENST00000225402
ZNHIT3,ENST00000225410
PSMB3,ENST00000225426
CWC25,ENST00000225428
RPL19,ENST00000225430
RUNDC3A,ENST00000426726
CSF3,ENST00000225474
SUPT4H1,ENST00000225504
WNT3,ENST00000225512
SHPK,ENST00000225519
TAX1BP3,ENST00000225525
P2RX1,ENST00000225538
KRT37,ENST00000225550
GOSR2,ENST00000225567
PNPO,ENST00000225573
TVP23C,ENST00000225576
RPS6KB1,ENST00000225577
CBX1,ENST00000393408
PIGL,ENST00000225609
GALK1,ENST00000588479
HOXB6,ENST00000484302
PFN1,ENST00000225655
SLC25A11,ENST00000225665
RASD1,ENST00000225688
NUP88,ENST00000573584
C1QBP,ENST00000225698
CPD,ENST00000225719
GOSR1,ENST00000225724
CCDC47,ENST00000225726
MED31,ENST00000225728
DRG2,ENST00000225729
AKAP10,ENST00000225737
ALDH3A1,ENST00000457500
SMARCD2,ENST00000448276
SYNGR2,ENST00000225777
DDX5,ENST00000225792
C17orf75,ENST00000577809
ASIC2,ENST00000225823
CCL2,ENST00000225831
CCL1,ENST00000225842
CCL13,ENST00000225844
PEX12,ENST00000225873
HNF1B,ENST00000225893
KRT32,ENST00000225899
KAT2A,ENST00000225916
NAGLU,ENST00000225927
HSD17B1,ENST00000585807
ABI3,ENST00000225941
COL1A1,ENST00000225964
MRPL27,ENST00000225969
LRRC59,ENST00000225972
HDAC5,ENST00000225983
PPY,ENST00000591228
DUSP3,ENST00000226004
CACNG1,ENST00000226021
HLF,ENST00000226067
EFNB3,ENST00000226091
RANGRF,ENST00000226105
RCVRN,ENST00000226193
MYH1,ENST00000226207
MYH3,ENST00000583535
SEBOX,ENST00000226218
VTN,ENST00000226218
TNFAIP1,ENST00000226225
TMEM97,ENST00000226230
FOXN1,ENST00000226247
ALDOC,ENST00000226253
CD38,ENST00000226279
IBSP,ENST00000226284
LAP3,ENST00000226299
CXCL6,ENST00000226317
JADE1,ENST00000226319
RUFY3,ENST00000381006
AFM,ENST00000226355
AFP,ENST00000395792
PHOX2B,ENST00000226382
GNRHR,ENST00000226413
CWH43,ENST00000226432
SULT1E1,ENST00000226444
SMR3A,ENST00000226460
LAMTOR3,ENST00000499666
PF4V1,ENST00000226524
NFKB1,ENST00000226574
MANBA,ENST00000226578
KLHL2,ENST00000514860
IL2,ENST00000226730
WFS1,ENST00000226760
GAR1,ENST00000226796
CLNK,ENST00000226951
FAM149A,ENST00000227065
SPA17,ENST00000532692
CD82,ENST00000227155
LDHA,ENST00000540430
SPI1,ENST00000227163
PLEKHB1,ENST00000354190
CRYAB,ENST00000533475
DBX1,
CTSC,ENST00000227266
ZNF259,ENST00000227322
CRTAM,ENST00000227348
C11orf63,ENST00000227349
HSPA8,ENST00000534624
DTX4,ENST00000227451
UNC93B1,
PUS3,ENST00000227474
ST3GAL4,ENST00000526727
SF1,ENST00000377387
CCND1,ENST00000227507
CCDC86,ENST00000227520
PRPF19,ENST00000227524
TMEM109,ENST00000227525
ANAPC15,ENST00000227618
PANX1,ENST00000227638
APOA5,ENST00000542499
APOC3,ENST00000227667
IL10RA,ENST00000227752
GALNT18,ENST00000227756
BIRC2,ENST00000227758
PDHX,ENST00000227868
SLC15A3,ENST00000227880
SCGB2A2,ENST00000227918
DGAT2,ENST00000228027
C11orf58,ENST00000228136
RPS13,ENST00000525634
HPR,ENST00000540303
YBX3,ENST00000228251
DDX11,ENST00000407793
KITLG,ENST00000228280
SART3,ENST00000228284
ZNF268,ENST00000536435
RPLP0,ENST00000551150
PXN,ENST00000267257
NAV3,ENST00000536525
POLR3B,ENST00000228347
PPFIBP1,ENST00000318304
CD69,ENST00000228434
PRDM4,ENST00000228437
CLEC2B,ENST00000228438
SELPLG,ENST00000228463
ASIC1,ENST00000228468
DAO,ENST00000228476
KCTD10,ENST00000228495
MLEC,ENST00000228506
MVK,ENST00000228510
CSRNP2,ENST00000228515
IL23A,ENST00000228534
SYT10,ENST00000228567
CYP27B1,ENST00000228606
MYF6,ENST00000228641
MYF5,ENST00000228644
GLI1,ENST00000228682
PPM1H,ENST00000228705
LTA4H,ENST00000228740
ELK3,ENST00000228741
ITFG2,ENST00000228799
PRR4,ENST00000228811
PARP11,ENST00000228820
ARPC3,ENST00000228825
GPN3,ENST00000543199
FGF6,ENST00000228837
MYL2,ENST00000228841
RAD51AP1,ENST00000228843
AKAP3,ENST00000545990
DUSP16,ENST00000228862
CREBL2,ENST00000228865
CDKN1B,ENST00000228872
GPRC5D,ENST00000228887
SCNN1A,ENST00000360168
LTBR,ENST00000228918
OGFOD2,ENST00000397389
OAS3,ENST00000228928
ART4,ENST00000228936
MGP,ENST00000228938
ARHGDIB,ENST00000228945
GTF2H3,ENST00000543341
RERGL,ENST00000229002
ENDOU,ENST00000422538
VDR,ENST00000550325
FZD10,ENST00000229030
RFC5,ENST00000454402
TBC1D30,ENST00000539867
IL26,ENST00000229134
IFNG,ENST00000229135
NUP107,ENST00000229179
CNOT2,ENST00000229195
TIMELESS,ENST00000553532
KRR1,ENST00000229214
MRPL51,ENST00000229238
GAPDH,ENST00000229239
ACRBP,ENST00000229243
COPS7A,ENST00000543155
GNB3,ENST00000229264
CDCA3,ENST00000538862
CHPT1,ENST00000229266
USP5,ENST00000229268
TPI1,ENST00000229270
ENO2,ENST00000535366
C12orf57,ENST00000229281
APOBEC1,ENST00000229304
NANOG,ENST00000229307
GOLT1B,ENST00000229314
PRKAB1,ENST00000229328
CMAS,ENST00000229329
HCFC2,ENST00000229330
CLEC4A,ENST00000229332
AICDA,ENST00000229335
RAB35,ENST00000229340
COX6A1,ENST00000229379
GATC,ENST00000551765
RFX4,ENST00000357881
SRSF9,ENST00000229390
FGFR1OP2,ENST00000229395
KLRB1,ENST00000229402
ZNF76,ENST00000373953
GCLC,ENST00000229416
IYD,ENST00000229447
FYN,ENST00000354650
RSPH4A,ENST00000229554
TMEM14C,ENST00000541412
SMIM8,ENST00000392863
ADTRP,ENST00000229583
ASF1A,ENST00000229595
HINT3,ENST00000229633
NCOA7,ENST00000368357
ULBP1,ENST00000229708
SLC44A4,ENST00000229729
FBXO5,ENST00000229758
OPRM1,ENST00000434900
FANCE,ENST00000229769
TULP1,ENST00000229771
MAPK14,ENST00000229795
RHAG,ENST00000371175
STK38,ENST00000229812
RAB44,
HLA-DOA,ENST00000229829
MCM3,ENST00000596288
RNF8,ENST00000373479
SAYSD1,ENST00000229903
KIF6,ENST00000287152
CAP2,ENST00000229922
GPR63,ENST00000229955
FBXL4,ENST00000369244
HDGFL1,ENST00000510882
GPLD1,ENST00000230036
ACOT13,ENST00000230048
RPS12,ENST00000230050
B3GAT2,ENST00000230053
GMNN,ENST00000230056
SNX3,ENST00000230085
ZBTB24,ENST00000230122
FIG4,ENST00000230124
GPR126,ENST00000367609
UNC93A,ENST00000230256
C6orf118,ENST00000230301
MDFI,ENST00000230321
TFEB,ENST00000230323
BYSL,ENST00000230340
TBP,ENST00000392092
GUCA1B,ENST00000230361
PRPH2,ENST00000230381
PPP2R5D,ENST00000485511
MRPL2,ENST00000388752
PTK7,ENST00000481273
DNPH1,ENST00000230431
EXOC2,ENST00000230449
COX7A2,ENST00000370081
TMEM30A,ENST00000230461
VEGFA,ENST00000372055
TTK,ENST00000369798
WISP3,ENST00000361714
LAMA4,ENST00000230538
ENPP5,ENST00000371383
LY86,ENST00000379953
PRSS16,ENST00000230582
MEP1A,ENST00000230588
SKIV2L2,ENST00000230640
ISL1,ENST00000230658
SLC6A7,ENST00000230671
POU4F3,ENST00000230732
HARS2,ENST00000230771
NUDT12,ENST00000230792
PAPD7,ENST00000230859
GHR,ENST00000230882
DAP,ENST00000230895
BRD8,ENST00000254900
HBEGF,ENST00000230990
SLC4A9,ENST00000230993
LOX,ENST00000231004
GZMK,ENST00000231009
CDH9,ENST00000231021
SPARC,ENST00000231061
HAND1,ENST00000231121
PCDHB3,ENST00000231130
PCDHB5,ENST00000231134
PCDHB6,ENST00000231136
PCDHB7,ENST00000231137
PCDHB15,ENST00000231173
GRM6,ENST00000231188
THG1L,ENST00000231198
IL12B,ENST00000231228
BTNL8,ENST00000340184
TTC1,ENST00000231238
C1QTNF3,ENST00000382065
IRX4,ENST00000505790
LNPEP,ENST00000231368
AGXT2,ENST00000231420
PRLR,ENST00000382002
IL4,ENST00000231449
IL5,ENST00000231454
ST8SIA4,ENST00000231461
PCDH12,ENST00000231484
NUP155,ENST00000231498
NR3C1,ENST00000231509
C5orf15,ENST00000231512
TRIM23,ENST00000231524
TRAPPC13,ENST00000438419
RARS,ENST00000231572
CDX1,ENST00000231656
BNIP1,ENST00000231668
HRH2,ENST00000377291
SLC7A14,ENST00000231706
SEMA3G,ENST00000231721
ZMYND10,ENST00000231749
LTF,ENST00000231751
MLH1,ENST00000231790
EHHADH,ENST00000231887
ACTR8,ENST00000335754
CRBN,ENST00000231948
HRG,ENST00000232003
BCL6,ENST00000406870
FAM162A,ENST00000477892
UBE3A,ENST00000397954
RBP2,ENST00000232217
RBP1,ENST00000232219
PFKFB4,ENST00000232375
HES1,ENST00000232424
ECT2,ENST00000392692
GNAT1,ENST00000232461
TUSC2,ENST00000232496
NPRL2,ENST00000232501
CYB561D2,ENST00000418577
C3orf14,ENST00000494481
GNB4,ENST00000232564
MORC1,ENST00000232603
UMPS,ENST00000232607
ABTB1,ENST00000232744
KLHL18,ENST00000232766
HEMK1,ENST00000232854
RRP9,ENST00000232888
AADAC,ENST00000232892
EIF1B,ENST00000232905
ZBTB47,ENST00000232974
TNNC1,ENST00000232975
NKTR,ENST00000232978
SPCS1,ENST00000233025
NEK4,ENST00000233027
TMEM159,ENST00000233047
WDFY1,ENST00000233055
EIF2AK2,ENST00000233057
CPS1,ENST00000430249
DAZAP1,ENST00000233078
DDX1,ENST00000381341
FKBP7,ENST00000424785
HEATR5B,ENST00000233099
MDH1,ENST00000539945
MAPRE3,ENST00000233121
TMSB10,ENST00000233143
MSH2,ENST00000233146
NCK2,ENST00000233154
TFPI,ENST00000233156
NDUFS1,ENST00000455934
SLC11A1,ENST00000233202
APOB,ENST00000233242
RTKN,ENST00000272430
INO80B,ENST00000233331
TTL,ENST00000233336
FAHD2A,ENST00000233379
CENPA,ENST00000335756
SLC30A3,ENST00000233535
MPV17,ENST00000380044
NRBP1,ENST00000233557
ITGA4,ENST00000397033
SNX17,ENST00000233575
REEP6,ENST00000233596
APC2,ENST00000535453
RPS15,ENST00000586686
GCA,ENST00000437150
WBP1,ENST00000233615
MOGS,ENST00000233616
TTC31,ENST00000233623
NDUFS7,ENST00000233627
PCGF1,ENST00000233630
TLX2,ENST00000233638
DOK1,ENST00000233668
ACADL,ENST00000233710
EVA1A,ENST00000233712
LANCL1,ENST00000443314
REG1A,ENST00000233735
FANCL,ENST00000402135
IGFBP2,ENST00000233809
IGFBP5,ENST00000233813
KCNJ13,ENST00000233826
GGCX,ENST00000233838
NEU2,ENST00000233840
MOB4,ENST00000323303
HSPE1,ENST00000233893
PRKAG3,ENST00000529249
IL1R1,ENST00000410023
WNT6,ENST00000233948
IL1RL1,ENST00000233954
IL18R1,ENST00000409599
SLC9A2,ENST00000233969
AZU1,ENST00000233997
PPP1R7,ENST00000234038
PASK,ENST00000358649
PROC,ENST00000234071
ID2,ENST00000234091
ODC1,ENST00000234111
PLEKHB2,ENST00000409158
GREB1,ENST00000381486
GORASP2,ENST00000234160
CEBPZ,ENST00000234170
PRKD3,ENST00000379066
RMDN2,ENST00000234195
DLX2,ENST00000234198
SLC1A4,ENST00000234256
ORC2,ENST00000234296
COX7A2L,ENST00000378669
PPP3R1,ENST00000234310
PLEK,ENST00000234313
PRTN3,ENST00000234347
KISS1R,ENST00000234371
GRIN3B,ENST00000234389
VAX2,ENST00000234392
ATP6V1B1,ENST00000234396
MSH6,ENST00000234420
PLEKHA3,ENST00000234453
SPR,ENST00000234454
ENO1,ENST00000234590
CDC7,ENST00000428239
SARS,ENST00000234677
CLCA1,ENST00000234701
NDC1,ENST00000371429
BCL9,ENST00000234739
TPSG1,ENST00000234798
SLC35E2B,ENST00000378662
ANGPTL1,ENST00000234816
TCEANC2,ENST00000234827
TMEM59,ENST00000234831
RPL22,ENST00000234875
OPRD1,ENST00000234961
WDR77,ENST00000235090
RNF19B,ENST00000373456
DLGAP3,ENST00000373347
C1orf21,ENST00000235307
MAD2L2,ENST00000235310
MFN2,ENST00000235329
MIIP,ENST00000235332
SLC35D1,ENST00000235345
PRAMEF10,ENST00000235347
PRAMEF4,ENST00000235349
PRDM2,ENST00000235372
RGS2,ENST00000235382
DENND1B,ENST00000367396
WARS2,ENST00000235521
OSCP1,ENST00000235532
HSD3B1,ENST00000369413
NT5C1A,ENST00000235628
SLAMF1,ENST00000302035
KDM5B,ENST00000367265
AKR7A2,ENST00000235835
GBP3,ENST00000370481
RAB7L1,ENST00000367139
CD160,ENST00000235933
HMGCL,ENST00000374490
APH1A,ENST00000369109
LEPRE1,ENST00000236040
EBNA1BP2,ENST00000431635
ATP6V0B,ENST00000472174
SLC19A2,ENST00000236137
SELL,ENST00000236147
FMO6P,
VAMP4,ENST00000236192
GRHL3,ENST00000350501
SYF2,ENST00000236273
DHDDS,ENST00000360009
PPP1R8,ENST00000311772
SLC5A9,ENST00000236495
CTSD,ENST00000236671
COLEC11,ENST00000418971
STAG1,ENST00000383202
A4GNT,ENST00000236709
MMP8,ENST00000236826
APOA1,ENST00000236850
SLC8A2,ENST00000236877
NR5A2,ENST00000367362
TNNT2,ENST00000509001
CAMSAP2,ENST00000358823
FCGR2B,ENST00000358671
FCRLA,ENST00000367959
EEF1B2,ENST00000392222
ATIC,ENST00000236959
TNP1,ENST00000236979
FASTKD2,ENST00000236980
TTR,ENST00000237014
B4GALT6,ENST00000306851
DOPEY1,ENST00000349129
FILIP1,ENST00000237172
UBE3D,ENST00000369747
SPACA1,ENST00000237201
SGIP1,ENST00000371037
TBPL1,ENST00000237264
ZC2HC1B,ENST00000237275
FBXO30,ENST00000237281
ADAT2,ENST00000237283
TNFAIP3,ENST00000237289
SGK1,ENST00000367858
TCF21,ENST00000367882
PMFBP1,ENST00000237353
STIM2,ENST00000465503
MED28,ENST00000237380
DNAH6,ENST00000389394
RNF103,ENST00000237455
MYL12B,ENST00000581193
ARMC2,ENST00000392644
GHRH,ENST00000373614
RPN2,ENST00000237530
SOGA1,ENST00000237536
PKD2,ENST00000237596
ABCG2,ENST00000237612
SPP1,ENST00000395080
FAM47E-STBD1,ENST00000237642
ADH6,ENST00000394899
CCNI,ENST00000237654
RARRES1,ENST00000237696
C2orf43,ENST00000237822
FGF23,ENST00000237837
ELL2,ENST00000237853
GLRX,ENST00000379979
NDUFB3,ENST00000237889
ZFAND5,ENST00000237937
GDA,ENST00000238018
C2orf40,ENST00000238044
YWHAQ,ENST00000381844
ITGB1BP1,ENST00000360635
CPSF3,ENST00000238112
DDX55,ENST00000238146
CCDC92,ENST00000238156
LGALS8,ENST00000526589
PTGR1,ENST00000407693
FKBP15,ENST00000238256
CNTRL,ENST00000373855
HDHD3,ENST00000238379
ALG2,ENST00000476832
VPS4B,ENST00000238497
SERPINB10,ENST00000238508
GSC,ENST00000238558
ADCK1,ENST00000238561
PCNX,ENST00000304743
YLPM1,ENST00000325680
PGF,ENST00000555567
IFI27L2,ENST00000238609
NEK9,ENST00000238616
ACYP1,ENST00000238618
IFT43,ENST00000238628
NPC2,ENST00000555619
IRF2BPL,ENST00000238647
ACOT2,ENST00000238651
MLH3,ENST00000355774
FLVCR2,ENST00000238667
DLST,ENST00000334220
TGFB3,ENST00000238682
ZC2HC1C,ENST00000524913
SLIRP,ENST00000557342
GPR68,ENST00000531499
COQ6,ENST00000334571
PAPOLG,ENST00000238714
TP53I3,ENST00000238721
RHOQ,ENST00000238738
TMEM214,ENST00000238788
ATAD2B,ENST00000238789
FAM98A,ENST00000238823
YIPF4,ENST00000238831
AFTPH,ENST00000238855
LGALSL,ENST00000238875
CRIPT,ENST00000238892
BAI3,ENST00000370598
TMEM180,ENST00000238936
FAM178A,ENST00000370269
LIPF,ENST00000394375
PPP1R3C,ENST00000238994
MXI1,ENST00000332674
HELLS,ENST00000348459
PRLHR,ENST00000239032
KCNIP2,ENST00000461105
C10orf95,ENST00000239125
HOXB8,ENST00000239144
HOXB5,ENST00000239151
HOXB7,ENST00000239165
HOXB1,ENST00000239174
DUSP1,ENST00000239223
PANK3,ENST00000239231
MSX2,ENST00000239243
INSL4,ENST00000239316
IFNA7,ENST00000239347
LRP11,ENST00000239367
CCDC170,ENST00000239374
ARAP3,ENST00000239440
PCDHB8,ENST00000239444
PCDHB10,ENST00000239446
PCDHB14,ENST00000239449
PCDHB12,ENST00000239450
SLC25A2,ENST00000239451
DARS2,ENST00000361951
PRRX1,ENST00000239461
TNN,ENST00000239462
TNFSF18,ENST00000404377
TTLL2,ENST00000239587
MSANTD2,ENST00000239614
PDZD11,ENST00000239666
NUDCD1,ENST00000239690
ARMC4,ENST00000305242
MRC1,ENST00000239761
CCDC77,ENST00000239830
TNFSF11,ENST00000239849
CCDC169,ENST00000503173
UFM1,ENST00000239878
ELF1,ENST00000239882
ALG5,ENST00000239891
EXOSC8,ENST00000389704
FAM53C,ENST00000239906
MYOT,ENST00000239926
EGR1,ENST00000239938
PFN2,ENST00000239940
SERP1,ENST00000479209
MTERFD3,ENST00000552029
NFYB,ENST00000240055
CCDC53,ENST00000240079
FZD3,ENST00000240093
SLC39A14,ENST00000359741
DUSP4,ENST00000240100
SORBS3,ENST00000240123
CHRNA2,ENST00000407991
PPP3CC,ENST00000397775
RNF170,ENST00000534961
TARDBP,ENST00000240185
PRAMEF2,ENST00000240189
RDH10,ENST00000240285
LUC7L3,ENST00000505658
DLX4,ENST00000240306
COIL,ENST00000240316
TBX2,ENST00000240328
SLC35B1,ENST00000415270
TBX4,ENST00000240335
TEX14,ENST00000240361
FAM117A,ENST00000240364
NCAPH,ENST00000240423
KIAA0922,ENST00000409959
MND1,ENST00000240488
ZNF141,ENST00000240499
TSHZ3,ENST00000240587
TAS2R8,ENST00000240615
PLBD1,ENST00000240617
KLRK1,ENST00000240618
TAS2R10,ENST00000240619
PYROXD1,ENST00000240651
IAPP,ENST00000240652
KCNJ8,ENST00000240662
TAS2R7,ENST00000240687
TAS2R9,ENST00000240691
ZNF549,ENST00000376233
ZSCAN18,ENST00000600404
ZNF211,ENST00000299871
TFG,ENST00000240851
KALRN,ENST00000240874
NAA50,ENST00000240922
GJA8,ENST00000240986
PAX6,ENST00000419022
MAPK8IP1,ENST00000241014
PEX16,ENST00000241041
DEPDC7,ENST00000241051
CAT,ENST00000241052
ACHE,ENST00000302913
FBXO24,ENST00000427939
GJB6,ENST00000356192
GJA3,ENST00000241125
GHSR,ENST00000241256
TNFSF10,ENST00000241261
SLITRK3,ENST00000475390
CPXM2,ENST00000241305
CSMD2,ENST00000241312
GSTM2,ENST00000241337
ADORA3,ENST00000369716
GTDC1,ENST00000392869
CXCR4,ENST00000409817
ACVR2A,ENST00000241416
POLK,ENST00000241436
FLT3,ENST00000241453
RASL11A,ENST00000241463
FYTTD1,ENST00000241502
MTERFD2,ENST00000391980
MRPS2,ENST00000371785
MYOG,ENST00000241651
COPA,ENST00000368069
PRM2,ENST00000241808
OPN4,ENST00000372071
AHR,ENST00000242057
SCRN1,ENST00000434476
ETV1,ENST00000430479
BBS9,ENST00000242067
OCM,ENST00000242104
EEPD1,ENST00000242108
KIAA0087,
WIPF3,ENST00000409290
NPY,ENST00000407573
HOXA7,ENST00000242159
INHBA,ENST00000242208
FKBP9,ENST00000242209
NT5C3A,ENST00000242210
POLM,ENST00000242248
RAMP3,ENST00000242249
FTSJ2,ENST00000242257
TWIST1,ENST00000242261
SLC25A51,ENST00000377716
CLTA,ENST00000242285
TAF1L,ENST00000242310
KIAA1045,ENST00000242315
DNAI1,ENST00000242317
DCAF10,ENST00000377724
ZC3HAV1,ENST00000242351
KIAA1549,ENST00000422774
AKR1D1,ENST00000242375
NEUROG3,ENST00000242462
SRGN,ENST00000242465
EGR2,ENST00000242480
FAM149B1,ENST00000242505
UNG,ENST00000242576
DYNLL1,ENST00000392509
IFT81,ENST00000242591
ACADS,ENST00000242592
HVCN1,ENST00000356742
RNF11,ENST00000242719
BHLHE41,ENST00000242728
SSPN,ENST00000242729
ITPR2,ENST00000381340
STX10,ENST00000587230
DDX39A,ENST00000242776
PKN1,ENST00000342216
C19orf43,ENST00000242784
CD97,ENST00000242786
WDR83,ENST00000418543
ZNF442,ENST00000242804
KLHL24,ENST00000454652
CCDC70,ENST00000242819
EBPL,ENST00000242827
ATP7B,ENST00000242839
ZC3H13,ENST00000282007
CENPK,ENST00000396679
NEUROD4,ENST00000242994
PFDN5,ENST00000551018
ORMDL2,ENST00000243045
NR4A1,ENST00000360284
PDE1B,ENST00000243052
HOXC13,ENST00000243056
LRP1,ENST00000243077
HOXC11,ENST00000546378
HOXC12,ENST00000243103
HOXC6,ENST00000243108
SMUG1,ENST00000508394
FAAH,ENST00000243167
STIL,ENST00000371877
RHCE,ENST00000294413
C1orf63,ENST00000243189
IL13RA2,ENST00000371936
COL10A1,ENST00000327673
SEC61A1,ENST00000243253
TCEAL3,ENST00000372628
H2BFM,ENST00000355016
RAB9B,ENST00000243298
NRK,ENST00000243300
MAGEA9B,ENST00000243314
RIF1,ENST00000243326
TTC21B,ENST00000243344
NMI,ENST00000243346
TNFAIP6,ENST00000243347
ACVR1C,ENST00000243349
SLC36A1,ENST00000243389
BATF3,ENST00000243440
KCNJ2,ENST00000243457
EXOSC9,ENST00000379663
PLA2G12A,ENST00000243501
SNRPA,ENST00000243563
B9D2,ENST00000243578
ADCK4,ENST00000324464
C4BPB,ENST00000243611
ZNF468,ENST00000595646
ZNF415,ENST00000500065
ZNF350,ENST00000243644
RAB38,ENST00000243662
GPR83,ENST00000243673
HAUS3,ENST00000243706
CHPF,ENST00000243776
INHA,ENST00000243786
FAM124B,ENST00000409685
SP140L,ENST00000415673
ENKD1,ENST00000243878
UBE2C,ENST00000356455
SLC35C2,ENST00000372227
ACTR5,ENST00000243903
MC3R,ENST00000243911
GCNT7,
CTCFL,ENST00000423479
SYS1,ENST00000243918
PI3,ENST00000243924
WFDC3,ENST00000243938
SLC12A5,ENST00000454036
ARHGAP40,
ATP5E,ENST00000243997
PLCG1,ENST00000373272
SRSF6,ENST00000244020
RAB22A,ENST00000244040
PTGIS,ENST00000244043
CDH26,ENST00000348616
SNAI1,ENST00000244050
MOCS3,ENST00000244051
RNF114,ENST00000244061
SEMG1,ENST00000372781
PPP4R1L,
MAGEA10,ENST00000370323
PEPD,ENST00000244137
IL9R,ENST00000244174
NAGK,ENST00000455662
MCEE,ENST00000244217
PAIP2B,ENST00000244221
SNRNP27,ENST00000244227
MPHOSPH10,ENST00000244230
IL17C,ENST00000244241
LIPE,ENST00000244289
PSG9,ENST00000270077
PSG4,ENST00000405312
PSG1,ENST00000244296
HIF3A,ENST00000377670
IRGC,ENST00000244314
LYPD3,ENST00000244333
CEACAM8,ENST00000244336
RNF39,ENST00000244360
DST,ENST00000244364
FBXO9,ENST00000244426
PACSIN1,ENST00000538621
RRP36,ENST00000244496
BTN1A1,ENST00000244513
BTN3A3,ENST00000244519
SNRPC,ENST00000244520
SLC17A1,ENST00000244527
ABCC10,ENST00000372530
HIST1H1D,ENST00000244534
HIST1H4G,ENST00000244537
PEX6,ENST00000304611
OARD1,ENST00000479950
UNC5CL,ENST00000244565
AARS2,ENST00000244571
HIST1H1A,ENST00000244573
ZNF391,ENST00000244576
HIST1H2BG,ENST00000244601
OR2B6,ENST00000244623
TBCC,ENST00000244625
TCP11,ENST00000311875
HIST1H3B,ENST00000244661
APOBEC2,ENST00000244669
KLHDC3,ENST00000326974
TREM1,ENST00000244709
MEA1,ENST00000244711
COL21A1,ENST00000244728
CDKN1A,ENST00000405375
SOX4,ENST00000244745
CPNE5,ENST00000244751
SSR1,ENST00000244763
NRN1,ENST00000244766
ATXN1,ENST00000244769
DEK,ENST00000397239
BLOC1S5,ENST00000397457
LRRFIP1,ENST00000392000
EREG,ENST00000244869
TRIM51,
SCGB1D2,ENST00000244926
SCGB2A1,ENST00000244930
EMC3,ENST00000245046
SH3TC1,ENST00000245105
KATNAL2,ENST00000245121
CNOT1,ENST00000317147
BBS2,ENST00000245157
MT2A,ENST00000245185
GOT2,ENST00000245206
SPHK2,ENST00000245222
PIWIL1,ENST00000245255
RAP2A,ENST00000245304
SLC10A2,ENST00000245312
EFNB2,ENST00000245323
C17orf53,ENST00000319977
SLC22A5,ENST00000245407
IRF1,ENST00000245414
NIN,ENST00000382041
ATP5S,ENST00000311459
BMP4,ENST00000245451
PTGER2,ENST00000245457
RPS29,ENST00000396020
SOX9,ENST00000245479
MYH2,ENST00000245503
MRPS7,ENST00000245539
GGA3,ENST00000245541
ARMC7,ENST00000245543
NUP85,ENST00000245544
MIF4GD,ENST00000577542
NT5C,ENST00000245552
MSTO1,ENST00000245564
MBOAT7,ENST00000245615
LILRB3,ENST00000245620
LILRA6,ENST00000396365
ZBTB46,ENST00000245663
